"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"WMB","Williams Compan...","24,733","amc","0.19","0.13","-0.06","-31.58%","-1.83%",""
"ASM","Avino Silver","78","amc","0.03","0.02","-0.01","-33.33%","-7.78%",""
"BVX","Bovie Medical C...","106","amc","-0.03","-0.04","-0.01","-33.33%","3.98%",""
"NEWS","Newstar Financi...","500","bmo","0.15","0.10","-0.05","-33.33%","-0.27%",""
"TEGP","Tallgrass Energ...","4,321","amc","0.23","0.15","-0.08","-34.78%","0.74%",""
"ATRO","Astronics Corpo...","939","bmo","0.40","0.26","-0.14","-35.00%","-12.57%",""
"SSTK","Shutterstock, I...","1,190","bmo","0.37","0.24","-0.13","-35.14%","-15.44%",""
"UGI","Ugi Corporation...","8,266","amc","0.14","0.09","-0.05","-35.71%","-5.10%",""
"MIC","Macquarie Infra...","5,974","amc","0.50","0.32","-0.18","-36.00%","0.08%",""
"DDD","3d Systems Corp...","1,320","amc","0.13","0.08","-0.05","-38.46%","-21.28%",""
"HIFR","Infrareit, Inc....","996","bmo","0.33","0.20","-0.13","-39.39%","-2.80%",""
"AVB","Avalonbay Commu...","24,858","amc","2.14","1.20","-0.94","-43.93%","-1.82%",""
"HR","Healthcare Real...","4,025","amc","0.40","0.22","-0.18","-45.00%","1.37%",""
"SMLR","Semler Scientif...","31","bmo","-0.11","-0.16","-0.05","-45.45%","14.71%",""
"FRT","Federal Realty...","9,404","amc","1.46","0.79","-0.67","-45.89%","0.11%",""
"CORR","Corenergy Infra...","430","amc","1.10","0.58","-0.52","-47.27%","-4.27%",""
"RGR","Sturm, Ruger &...","896","amc","1.11","0.57","-0.54","-48.65%","-8.41%",""
"CHSP","Chesapeake Lodg...","1,717","bmo","0.63","0.32","-0.31","-49.21%","-0.64%",""
"MCF","Contango Oil &...","121","amc","-0.16","-0.24","-0.08","-50.00%","-8.95%",""
"SBRA","Sabra Healthcar...","3,773","amc","0.57","0.27","-0.30","-52.63%","1.68%",""
"PE","Parsley Energy,...","8,401","amc","0.11","0.05","-0.06","-54.55%","-7.63%",""
"GGP","General Growth...","19,025","bmo","0.35","0.14","-0.21","-60.00%","-4.90%",""
"RYAM","Rayonier Advanc...","603","amc","0.28","0.11","-0.17","-60.71%","-4.34%",""
"UE","Urban Edge Prop...","2,713","amc","0.35","0.13","-0.22","-62.86%","-1.67%",""
"PDM","Piedmont Office...","2,939","amc","0.44","0.16","-0.28","-63.64%","-0.57%",""
"RSO","Resource Capita...","328","amc","-0.06","-0.10","-0.04","-66.67%","6.19%",""
"LSI","Life Storage, I...","3,806","amc","1.35","0.42","-0.93","-68.89%","-0.15%",""
"MRO","Marathon Oil Co...","11,864","amc","-0.14","-0.24","-0.10","-71.43%","3.90%",""
"APU","Amerigas Partne...","4,174","amc","-0.25","-0.43","-0.18","-72.00%","-1.06%",""
"CNAT","Conatus Pharmac...","153","amc","-0.11","-0.19","-0.08","-72.73%","-7.72%",""
"FVE","Five Star Quali...","74","bmo","-0.09","-0.16","-0.07","-77.78%","3.03%",""
"MYRG","Myr Group, Inc....","503","amc","0.34","0.07","-0.27","-79.41%","-17.48%",""
"MAC","Macerich Compan...","8,189","amc","0.94","0.19","-0.75","-79.79%","2.47%",""
"CLDT","Chatham Lodging...","869","bmo","0.65","0.13","-0.52","-80.00%","0.39%",""
"THR","Thermon Group H...","673","bmo","0.05","0.01","-0.04","-80.00%","-4.05%",""
"NSA","National Storag...","1,096","amc","0.32","0.05","-0.27","-84.38%","-4.41%",""
"WSR","Whitestone Reit...","526","amc","0.33","0.05","-0.28","-84.85%","-0.16%",""
"EQIX","Equinix, Inc.","35,978","amc","3.91","0.58","-3.33","-85.17%","-1.34%",""
"OCN","Ocwen Financial...","483","bmo","-0.19","-0.36","-0.17","-89.47%","0.00%",""
"CTRE","Caretrust Reit,...","1,454","amc","0.29","0.03","-0.26","-89.66%","1.55%",""
"CENX","Century Aluminu...","1,356","amc","0.29","0.01","-0.28","-96.55%","-20.37%",""
"GPL","Great Panther S...","212","amc","0.02","0.00","-0.02","-100.00%","-1.54%",""
"SHEN","Shenandoah Tele...","1,916","bmo","0.02","0.00","-0.02","-100.00%","7.21%",""
"MOH","Molina Healthca...","3,515","amc","0.86","-0.01","-0.87","-101.16%","-5.92%",""
"CONE","Cyrusone Inc","5,595","amc","0.74","-0.01","-0.75","-101.35%","-1.94%",""
"LBRDK","Liberty Broadba...","17,090","--","0.15","-0.02","-0.17","-113.33%","--",""
"AHP","Ashford Hospita...","328","amc","0.57","-0.09","-0.66","-115.79%","-5.05%",""
"USAK","Usa Truck, Inc....","114","amc","-0.14","-0.34","-0.20","-142.86%","-3.86%",""
"CLI","Mack-cali Realt...","2,104","amc","0.61","-0.44","-1.05","-172.13%","-8.31%",""
"ERII","Energy Recovery...","445","amc","0.01","-0.01","-0.02","-200.00%","-9.99%",""
"HYGS","Hydrogenics Cor...","139","bmo","-0.15","-0.45","-0.30","-200.00%","-15.85%",""
"AR","Antero Resource...","6,199","amc","0.03","-0.04","-0.07","-233.33%","-4.28%",""
"RCM","Accretive Healt...","381","amc","-0.03","-0.10","-0.07","-233.33%","2.13%",""
"CODI","Compass Diversi...","1,090","amc","0.37","-0.53","-0.90","-243.24%","0.58%",""
"DK","Delek Us Holdin...","2,133","amc","-0.02","-0.40","-0.38","-1,900.00%","-4.91%",""
"PEIX","Pacific Ethanol...","215","amc","0.01","-0.22","-0.23","-2,300.00%","-0.88%",""
"AMGP","Antero Midstr","3,662","amc","0.05","--","--","--","-3.20%",""
"AYX","Alteryx, Inc.","1,241","amc","-0.14","--","--","--","15.27%",""
"BIVV","Bioverativ Inc","6,498","amc","0.71","--","--","--","-0.03%",""
"GDI","Gardner Denver...","5,289","amc","0.18","--","--","--","1.04%",""
"GRPN","Groupon, Inc.","2,752","bmo","0.00","0.02","--","--","9.30%",""
"HK","Halcon Resource...","959","amc","0.06","--","--","--","-5.13%",""
"PK","Park Hotels & R...","6,142","amc","0.77","--","--","--","-2.33%",""
"PMTS","Cpi Card Group...","67","amc","0.00","0.00","--","--","-36.63%",""
"SD","Sandridge Energ...","681","amc","0.36","--","--","--","-3.25%",""
