"Symbol","Company","Market Cap(M)","Time","Estimate","Reported","Surprise","%Surp","Price Change","Report"
"MIXT","Mix Telematics...","227","bmo","0.11","0.10","-0.01","-9.09%","6.19%",""
"CRIS","Curis, Inc.","262","bmo","-0.09","-0.10","-0.01","-11.11%","-13.37%",""
"ENSG","The Ensign Grou...","1,121","amc","0.35","0.31","-0.04","-11.43%","-6.98%",""
"PMT","Pennymac Mortga...","1,128","amc","0.43","0.38","-0.05","-11.63%","-3.05%",""
"CRC","California Reso...","447","amc","-1.63","-1.83","-0.20","-12.27%","-4.99%",""
"SAGE","Sage Therapeuti...","2,365","amc","-1.67","-1.88","-0.21","-12.57%","10.97%",""
"LKSD","Lsc Communicati...","566","bmo","0.68","0.59","-0.09","-13.24%","-8.60%",""
"ENB","Enbridge Inc","67,972","bmo","0.35","0.30","-0.05","-14.29%","-0.10%",""
"INSM","Insmed, Inc.","2,143","bmo","-0.63","-0.72","-0.09","-14.29%","-9.23%",""
"LMRK","Landmark Infras...","349","bmo","0.14","0.12","-0.02","-14.29%","0.59%",""
"CKH","Seacor Holdings...","785","--","-0.34","-0.39","-0.05","-14.71%","--",""
"PBFX","Pbf Logistics L...","850","bmo","0.58","0.49","-0.09","-15.52%","1.70%",""
"BGS","B&g Foods, Inc....","2,145","amc","0.49","0.41","-0.08","-16.33%","-8.68%",""
"CCOI","Cogent Communic...","2,291","bmo","0.12","0.10","-0.02","-16.67%","4.31%",""
"ICL","Israel Chemical...","5,534","bmo","0.06","0.05","-0.01","-16.67%","-2.91%",""
"INAP","Internap Corpor...","410","bmo","-0.06","-0.07","-0.01","-16.67%","6.70%",""
"STOR","Store Capital C...","4,914","bmo","0.42","0.35","-0.07","-16.67%","0.94%",""
"ANDE","The Andersons,...","1,028","amc","0.65","0.54","-0.11","-16.92%","0.00%",""
"ESL","Esterline Techn...","2,786","amc","1.30","1.08","-0.22","-16.92%","-14.45%",""
"MCRB","Seres Therapeut...","441","bmo","-0.59","-0.69","-0.10","-16.95%","-3.08%",""
"RDUS","Radius Health,...","1,506","amc","-1.35","-1.58","-0.23","-17.04%","-2.99%",""
"BIOA","Bioamber Inc.","30","bmo","-0.17","-0.20","-0.03","-17.65%","1.82%",""
"WIFI","Boingo Wireless...","880","amc","-0.17","-0.20","-0.03","-17.65%","27.22%",""
"EPR","Epr Properties","5,258","amc","1.24","1.02","-0.22","-17.74%","0.59%",""
"EFC","Ellington Finan...","502","amc","0.33","0.27","-0.06","-18.18%","-0.37%",""
"XLRN","Acceleron Pharm...","1,719","amc","-0.65","-0.77","-0.12","-18.46%","7.44%",""
"TK","Teekay Corporat...","768","bmo","-0.37","-0.44","-0.07","-18.92%","0.60%",""
"BKH","Black Hills Cor...","3,615","amc","0.51","0.41","-0.10","-19.61%","-0.24%",""
"AXTA","Axalta Coating...","6,903","bmo","0.39","0.31","-0.08","-20.51%","-7.90%",""
"AT","Atlantic Power...","294","amc","0.19","0.15","-0.04","-21.05%","0.00%",""
"NDRM","Neuroderm Ltd.","1,024","--","-0.47","-0.57","-0.10","-21.28%","--",""
"Y","Alleghany Corpo...","8,577","amc","8.10","6.37","-1.73","-21.36%","-1.64%",""
"IRWD","Ironwood Pharma...","2,304","amc","-0.23","-0.28","-0.05","-21.74%","-6.97%",""
"EMES","Emerge Energy S...","219","bmo","-0.09","-0.11","-0.02","-22.22%","-2.42%",""
"DCT","Dct Industrial...","5,484","amc","0.60","0.46","-0.14","-23.33%","0.60%",""
"WMS","Advanced Draina...","1,039","bmo","0.36","0.27","-0.09","-25.00%","-2.51%",""
"WRLD","World Acceptanc...","725","bmo","2.02","1.48","-0.54","-26.73%","-3.34%",""
"NYMT","New York Mortga...","702","amc","0.14","0.10","-0.04","-28.57%","-2.71%",""
"AKAO","Achaogen, Inc.","573","amc","-0.60","-0.78","-0.18","-30.00%","-2.91%",""
"UTI","Universal Techn...","83","amc","-0.16","-0.21","-0.05","-31.25%","1.93%",""
"CPK","Chesapeake Util...","1,325","bmo","0.55","0.37","-0.18","-32.73%","-0.13%",""
"IRIX","Iridex Corporat...","110","amc","-0.18","-0.24","-0.06","-33.33%","-2.91%",""
"MRC","Mrc Global Inc....","1,709","amc","0.03","0.02","-0.01","-33.33%","-2.31%",""
"PFSI","Pennymac Financ...","429","amc","0.66","0.44","-0.22","-33.33%","-3.41%",""
"HBM","Hudbay Minerals...","1,910","amc","0.14","0.09","-0.05","-35.71%","-3.25%",""
"TGP","Teekay Lng Part...","1,437","bmo","0.32","0.20","-0.12","-37.50%","-1.12%",""
"MELI","Mercadolibre, I...","10,368","amc","1.02","0.61","-0.41","-40.20%","-10.91%",""
"CORI","Corium Internat...","362","amc","-0.30","-0.43","-0.13","-43.33%","-1.14%",""
"EBS","Emergent Biosol...","1,652","amc","0.26","0.13","-0.13","-50.00%","-0.11%",""
"GLOG","Gaslog Lp.","1,431","bmo","-0.02","-0.03","-0.01","-50.00%","-7.61%",""
"SWN","Southwestern En...","2,846","amc","0.16","0.08","-0.08","-50.00%","1.15%",""
"OUT","Outfront Media...","3,355","amc","0.55","0.27","-0.28","-50.91%","2.82%",""
"RLJ","Rlj Lodging Tru...","2,774","amc","0.70","0.34","-0.36","-51.43%","1.46%",""
"BFS","Saul Centers, I...","1,397","amc","0.79","0.38","-0.41","-51.90%","1.41%",""
"INFI","Infinity Pharma...","137","amc","-0.22","-0.34","-0.12","-54.55%","-5.15%",""
"NGL","Ngl Energy Part...","1,371","bmo","-0.38","-0.59","-0.21","-55.26%","-20.00%",""
"NGS","Natural Gas Ser...","364","bmo","0.07","0.03","-0.04","-57.14%","3.91%",""
"TREC","Trecora Resourc...","299","amc","0.07","0.03","-0.04","-57.14%","13.62%",""
"CSOD","Cornerstone Ond...","2,258","amc","0.05","0.02","-0.03","-60.00%","-10.07%",""
"SRC","Spirit Realty C...","3,903","amc","0.20","0.08","-0.12","-60.00%","3.22%",""
"IPCC","Infinity Proper...","1,037","bmo","0.90","0.34","-0.56","-62.22%","-5.80%",""
"COT","Cott Corporatio...","2,101","bmo","0.16","0.06","-0.10","-62.50%","3.83%",""
"DWSN","Dawson Geophysi...","99","bmo","-0.41","-0.68","-0.27","-65.85%","6.06%",""
"EVA","Enviva Partners...","442","bmo","0.33","0.11","-0.22","-66.67%","-1.01%",""
"GST","Gastar Explorat...","152","amc","-0.03","-0.05","-0.02","-66.67%","-32.50%",""
"REG","Regency Centers...","11,067","amc","0.90","0.28","-0.62","-68.89%","0.91%",""
"WLB","Westmoreland Co...","39","bmo","-1.58","-2.69","-1.11","-70.25%","-13.79%",""
"FIG","Fortress Invest...","3,097","--","0.21","0.06","-0.15","-71.43%","--",""
"ORBC","Orbcomm Inc.","831","bmo","-0.07","-0.12","-0.05","-71.43%","-2.91%",""
"RYI","Ryerson Holding...","340","amc","0.07","0.02","-0.05","-71.43%","-0.58%",""
"DOC","Physicians Real...","3,212","bmo","0.23","0.06","-0.17","-73.91%","1.04%",""
"NGVC","Natural Grocers...","109","amc","0.12","0.03","-0.09","-75.00%","-33.76%",""
"FBM","Foundation Buil...","574","bmo","0.14","0.03","-0.11","-78.57%","-1.41%",""
"FTAI","Fortress Transp...","1,392","amc","0.05","0.01","-0.04","-80.00%","1.72%",""
"SNH","Senior Housing...","4,659","bmo","0.45","0.07","-0.38","-84.44%","-2.19%",""
"CBL","Cbl & Associate...","1,465","amc","0.53","0.08","-0.45","-84.91%","4.07%",""
"SNR","New Senior Inve...","734","bmo","0.30","0.04","-0.26","-86.67%","-9.18%",""
"VER","Vereit Inc.","8,008","bmo","0.18","0.02","-0.16","-88.89%","2.39%",""
"HPP","Hudson Pacific...","5,299","bmo","0.47","0.02","-0.45","-95.74%","0.76%",""
"AMAG","Amag Pharmaceut...","586","bmo","1.32","0.04","-1.28","-96.97%","0.27%",""
"AKG","Asanko Gold Inc...","197","bmo","0.02","0.00","-0.02","-100.00%","-18.35%",""
"AMH","American Homes...","5,628","amc","0.26","0.00","-0.26","-100.00%","-0.79%",""
"EXK","Endeavour Silve...","301","bmo","0.01","0.00","-0.01","-100.00%","-15.92%",""
"AHT","Ashford Hospita...","681","amc","0.55","-0.01","-0.56","-101.82%","2.12%",""
"UMH","Umh Properties,...","530","amc","0.19","-0.01","-0.20","-105.26%","2.03%",""
"BIP","Brookfield Infr...","15,054","bmo","0.80","-0.06","-0.86","-107.50%","-1.64%",""
"UNIT","Communications...","2,760","amc","0.50","-0.11","-0.61","-122.00%","-3.23%",""
"AG","First Majestic...","1,160","amc","0.05","-0.02","-0.07","-140.00%","-18.86%",""
"AVP","Avon Products,...","1,025","bmo","0.06","-0.03","-0.09","-150.00%","-10.71%",""
"GTE","Gran Tierra Ene...","816","amc","0.04","-0.02","-0.06","-150.00%","1.79%",""
"CZR","Caesars Enterta...","1,775","amc","0.26","-0.21","-0.47","-180.77%","0.41%",""
"TWI","Titan Internati...","568","bmo","0.11","-0.09","-0.20","-181.82%","-16.16%",""
"ORN","Orion Group Hol...","196","bmo","0.08","-0.08","-0.16","-200.00%","-10.56%",""
"SAUC","Diversified Res...","47","amc","0.01","-0.01","-0.02","-200.00%","-5.88%",""
"UUUU","Energy Fuels In...","98","--","-0.01","-0.03","-0.02","-200.00%","--",""
"SRG","Seritage Growth...","1,481","amc","0.45","-0.63","-1.08","-240.00%","2.28%",""
"REGI","Renewable Energ...","433","amc","0.04","-0.06","-0.10","-250.00%","-5.51%",""
"DYN","Dynegy Inc.","1,240","amc","-0.22","-0.83","-0.61","-277.27%","5.20%",""
"PBF","Pbf Energy Inc....","3,041","bmo","0.03","-0.06","-0.09","-300.00%","-1.24%",""
"CUB","Cubic Corporati...","1,408","amc","0.07","-0.81","-0.88","-1,257.14%","-8.96%",""
"APA","Apache Corporat...","16,289","bmo","0.00","-0.21","--","--","-8.04%",""
"APPN","Appian Corporat...","1,398","amc","-0.17","--","--","--","-5.42%",""
"EEX","Emerald Exposit...","1,610","bmo","0.18","--","--","--","-3.96%",""
"ETSY","Etsy, Inc.","1,916","amc","0.00","0.10","--","--","11.48%",""
"GPN","Global Payments...","14,895","bmo","0.91","--","--","--","-0.27%",""
"HCC","Warrior Met Coa...","1,285","amc","1.93","--","--","--","9.97%",""
"HIMX","Himax Technolog...","1,589","bmo","0.00","0.00","--","--","-2.13%",""
"HL","Hecla Mining Co...","2,015","bmo","0.00","-0.04","--","--","-6.26%",""
"RNWK","Realnetworks, I...","176","amc","-0.21","--","--","--","2.06%",""
"SRDX","Surmodics, Inc....","414","bmo","0.00","0.09","--","--","1.75%",""
"SZKMY","Suzuki Motor Cp...","23,339","--","3.70","--","--","--","--",""
"VREX","Varex Imaging","1,250","amc","0.51","--","--","--","-7.38%",""
"WTTR","Select Egy Svcs...","1,103","amc","-0.01","--","--","--","-0.13%",""
